city,x,y,name,population,timezone,state,state_abbreviation,elevation,latitude,longitude,elevation_m,country_code
"Sidney, IL",-2.099515086,-1.807025711,"Sidney, IL",1232,America/Chicago,Illinois,IL,200,40.02503,-88.07337,202,US
"Loganville, PA",-1.786100906,-0.220192942,"Loganville, PA",1232,America/New_York,Pennsylvania,PA,239,39.85566,-76.70747,238,US
"Lemmon, SD",-0.023958583,-1.250975062,"Lemmon, SD",1232,America/Denver,South Dakota,SD,783,45.94083,-102.15932,783,US
"Barneveld, WI",-1.615413348,-2.649439825,"Barneveld, WI",1232,America/Chicago,Wisconsin,WI,374,43.01555,-89.8954,377,US
"Oakland, SC",0.222622644,1.239055535,"Oakland, SC",1232,America/New_York,South Carolina,SC,103,33.98293,-80.48842,104,US
"Florence, TX",0.892350455,2.228452349,"Florence, TX",1231,America/Chicago,Texas,TX,303,30.8413,-97.79363,307,US
"Converse, IN",-1.307829977,-1.060305682,"Converse, IN",1231,America/Indiana/Indianapolis,Indiana,IN,253,40.57754,-85.87332,254,US
"Maysville, OK",-1.075047303,1.388942997,"Maysville, OK",1231,America/Chicago,Oklahoma,OK,286,34.8173,-97.40586,291,US
"Clarkton, MO",-1.961914233,0.766273517,"Clarkton, MO",1231,America/Chicago,Missouri,MO,86,36.45173,-89.96704,91,US
"Rogersville, AL",-1.400573987,3.085204804,"Rogersville, AL",1231,America/Chicago,Alabama,AL,195,34.82578,-87.29676,194,US
"Chittenden, VT",-0.546725537,-1.453281269,"Chittenden, VT",1231,America/New_York,Vermont,VT,346,43.70784,-72.94816,348,US
"Sandoval, IL",-0.974847825,-2.109221215,"Sandoval, IL",1230,America/Chicago,Illinois,IL,155,38.6156,-89.11423,154,US
"Omega, GA",-0.411020136,1.587261623,"Omega, GA",1230,America/New_York,Georgia,GA,98,31.34102,-83.5935,101,US
"Manasota Key, FL",0.857882611,1.810826797,"Manasota Key, FL",1229,America/New_York,Florida,FL,0,26.92534,-82.35204,1,US
"Renovo, PA",-1.547636116,-1.794434564,"Renovo, PA",1229,America/New_York,Pennsylvania,PA,201,41.32646,-77.75082,203,US
"Glenns Ferry, ID",1.104051669,-0.076943021,"Glenns Ferry, ID",1229,America/Boise,Idaho,ID,783,42.9549,-115.3009,784,US
"Sardis, GA",-1.25981436,2.922565825,"Sardis, GA",1229,America/New_York,Georgia,GA,243,32.79652,-84.63881,251,US
"Chinook, MT",0.781072863,-0.737886278,"Chinook, MT",1228,America/Denver,Montana,MT,740,48.59,-109.23128,737,US
"Monticello, WI",-1.547268163,-1.831649952,"Monticello, WI",1227,America/Chicago,Wisconsin,WI,255,42.74556,-89.59484,255,US
"Laytonville, CA",4.567618869,-0.92760252,"Laytonville, CA",1227,America/Los_Angeles,California,CA,509,39.68821,-123.48279,514,US
"Victoria, KS",-0.126979425,-0.360108753,"Victoria, KS",1226,America/Chicago,Kansas,KS,586,38.85279,-99.1476,592,US
"Westfield, WI",-0.994577335,-2.637989574,"Westfield, WI",1226,America/Chicago,Wisconsin,WI,265,43.88359,-89.49346,270,US
"Haven, KS",-0.698846359,-0.3972941,"Haven, KS",1225,America/Chicago,Kansas,KS,451,37.8989,-97.78283,455,US
"Redway, CA",4.830408824,-1.197479902,"Redway, CA",1225,America/Los_Angeles,California,CA,164,40.12014,-123.82336,163,US
"Kenwood, OK",0.076326421,0.511714078,"Kenwood, OK",1224,America/Chicago,Oklahoma,OK,231,36.31453,-94.98579,233,US
"Newcastle, CA",3.604541907,-0.978218265,"Newcastle, CA",1224,America/Los_Angeles,California,CA,288,38.87407,-121.13328,290,US
"Meadview, AZ",1.647334456,-0.706752143,"Meadview, AZ",1224,America/Phoenix,Arizona,AZ,910,36.00221,-114.06829,913,US
"Claude, TX",1.133131346,2.039891724,"Claude, TX",1224,America/Chicago,Texas,TX,1038,35.11172,-101.36322,1039,US
"Kenton, TN",-1.212815623,1.774586321,"Kenton, TN",1224,America/Chicago,Tennessee,TN,95,36.20229,-89.01229,98,US
"Minier, IL",-2.033021579,-2.388554862,"Minier, IL",1224,America/Chicago,Illinois,IL,194,40.43365,-89.31315,196,US
"Shelburn, IN",-1.678261574,-1.45449473,"Shelburn, IN",1223,America/Indiana/Indianapolis,Indiana,IN,165,39.17837,-87.39363,164,US
"Alto, TX",1.347246464,2.217230538,"Alto, TX",1223,America/Chicago,Texas,TX,133,31.65045,-95.07272,136,US
"Yale, OK",0.090530435,0.214984226,"Yale, OK",1223,America/Chicago,Oklahoma,OK,245,36.11423,-96.69919,250,US
"Warren, IN",-1.419715733,-1.30159861,"Warren, IN",1223,America/Indiana/Indianapolis,Indiana,IN,251,40.68282,-85.4272,254,US
"Cornersville, TN",-1.238702828,2.761934852,"Cornersville, TN",1222,America/Chicago,Tennessee,TN,269,35.36146,-86.83972,271,US
"Milford, PA",-1.396456089,-1.778899681,"Milford, PA",1222,America/New_York,Pennsylvania,PA,594,39.95313,-79.10419,594,US
"Chesterfield, MA",-0.633539876,-1.339229923,"Chesterfield, MA",1222,America/New_York,Massachusetts,MA,433,42.39175,-72.83982,439,US
"Gray, TN",-0.664389304,1.926076996,"Gray, TN",1222,America/New_York,Tennessee,TN,480,36.41983,-82.47654,483,US
"Williamsburg, PA",-1.548455022,-1.027495509,"Williamsburg, PA",1222,America/New_York,Pennsylvania,PA,258,40.46202,-78.19973,259,US
"Siletz, OR",0.74116625,-0.58071423,"Siletz, OR",1221,America/Los_Angeles,Oregon,OR,43,44.72178,-123.92011,36,US
"Toledo, IL",-2.291180093,-2.083632553,"Toledo, IL",1221,America/Chicago,Illinois,IL,182,39.27365,-88.24365,183,US
"Mount Holly, VT",-0.990995186,-0.437354397,"Mount Holly, VT",1221,America/New_York,Vermont,VT,474,43.45229,-72.82482,478,US
"Tangent, OR",0.973901929,-0.585113317,"Tangent, OR",1220,America/Los_Angeles,Oregon,OR,76,44.54123,-123.10815,75,US
"Marion, WI",-1.478842718,-1.80079746,"Marion, WI",1220,America/Chicago,Wisconsin,WI,259,44.67081,-88.88927,262,US
"Auburn, KS",-0.686873881,0.641433301,"Auburn, KS",1218,America/Chicago,Kansas,KS,331,38.90611,-95.8161,335,US
"Hemphill, TX",1.071607904,2.500179885,"Hemphill, TX",1218,America/Chicago,Texas,TX,85,31.34074,-93.84685,93,US
"Youngsville, NC",-1.425779092,2.413215224,"Youngsville, NC",1217,America/New_York,North Carolina,NC,142,36.02487,-78.47444,144,US
"Marmaduke, AR",-0.606151645,2.043694752,"Marmaduke, AR",1216,America/Chicago,Arkansas,AR,85,36.18701,-90.38316,83,US
"Mission, SD",0.53750317,-1.136194142,"Mission, SD",1215,America/Chicago,South Dakota,SD,787,43.30584,-100.65819,788,US
"Bridport, VT",-0.43404284,-0.943415552,"Bridport, VT",1215,America/New_York,Vermont,VT,92,43.98506,-73.31262,90,US
"Etna, OH",-1.099850886,-1.409781484,"Etna, OH",1215,America/New_York,Ohio,OH,324,39.95729,-82.68183,321,US
"Jonestown, MS",-0.127323455,1.004300318,"Jonestown, MS",1214,America/Chicago,Mississippi,MS,53,34.31955,-90.45565,51,US
"Mapleton, IA",-1.413256997,-1.567570697,"Mapleton, IA",1214,America/Chicago,Iowa,IA,347,42.16582,-95.79306,346,US
"Fraser, CO",1.216846083,-1.074905917,"Fraser, CO",1213,America/Denver,Colorado,CO,2615,39.94499,-105.81723,2619,US
"Okeene, OK",-0.347231276,1.044803628,"Okeene, OK",1213,America/Chicago,Oklahoma,OK,370,36.11615,-98.31702,376,US
"Theresa, WI",-0.834050099,-2.322294243,"Theresa, WI",1213,America/Chicago,Wisconsin,WI,294,43.51722,-88.45121,292,US
"Ardmore, TN",-1.321783418,2.532149059,"Ardmore, TN",1213,America/Chicago,Tennessee,TN,270,34.99203,-86.84667,271,US
"Elkader, IA",-1.979783001,-1.67348961,"Elkader, IA",1213,America/Chicago,Iowa,IA,223,42.85387,-91.40542,226,US
"Arlington, VT",-0.274946785,-0.553924403,"Arlington, VT",1213,America/New_York,Vermont,VT,197,43.0748,-73.154,201,US
"Matheny, CA",3.443011905,-0.856462753,"Matheny, CA",1212,America/Los_Angeles,California,CA,83,36.17066,-119.35158,80,US
"Canaan, CT",-0.492082536,-1.061184318,"Canaan, CT",1212,America/New_York,Connecticut,CT,205,42.02731,-73.32928,208,US
"Doña Ana, NM",2.319475092,0.301073224,"Doña Ana, NM",1211,America/Denver,New Mexico,NM,1208,32.38954,-106.8139,1207,US
"Lincolnville, SC",-0.929253916,1.482533627,"Lincolnville, SC",1211,America/New_York,South Carolina,SC,24,33.00684,-80.15537,26,US
"Oglethorpe, GA",-1.279730887,2.838435845,"Oglethorpe, GA",1211,America/New_York,Georgia,GA,91,32.29377,-84.06102,93,US
"Oneida, WI",-1.583271011,-2.677180871,"Oneida, WI",1210,America/Chicago,Wisconsin,WI,207,44.4986,-88.18288,207,US
"Shullsburg, WI",-1.562870522,-2.607353415,"Shullsburg, WI",1210,America/Chicago,Wisconsin,WI,303,42.57334,-90.23096,306,US
"Ganado, AZ",1.625823165,-0.279454882,"Ganado, AZ",1210,America/Denver,Arizona,AZ,1946,35.7114,-109.54205,1949,US
"Barnsdall, OK",0.55135435,1.395192226,"Barnsdall, OK",1209,America/Chicago,Oklahoma,OK,226,36.56202,-96.16167,230,US
"Biglerville, PA",-1.910697082,-1.525489421,"Biglerville, PA",1209,America/New_York,Pennsylvania,PA,197,39.93037,-77.24804,195,US
"Sandia Knolls, NM",1.79830005,-0.06090704,"Sandia Knolls, NM",1208,America/Denver,New Mexico,NM,2050,35.16393,-106.31141,2052,US
"Harkers Island, NC",-1.027842823,2.372066177,"Harkers Island, NC",1207,America/New_York,North Carolina,NC,3,34.69516,-76.55937,4,US
"Boulder, MT",1.314313301,-0.79285086,"Boulder, MT",1207,America/Denver,Montana,MT,1496,46.23659,-112.12083,1496,US
"Dakota, WI",-1.073145303,-2.283405858,"Dakota, WI",1207,America/Chicago,Wisconsin,WI,256,43.99025,-89.35651,260,US
"Boonville, NC",-1.748988315,1.594563195,"Boonville, NC",1207,America/New_York,North Carolina,NC,325,36.23264,-80.70812,326,US
"Lone Oak, TN",-1.298474431,2.66394686,"Lone Oak, TN",1206,America/Chicago,Tennessee,TN,611,35.20063,-85.36413,612,US
"Spur, TX",1.038570945,2.065120713,"Spur, TX",1205,America/Chicago,Texas,TX,698,33.47648,-100.85569,701,US
"Townshend, VT",-0.502217358,-0.961114114,"Townshend, VT",1205,America/New_York,Vermont,VT,176,43.0473,-72.66759,176,US
"Tsaile, AZ",1.782052479,-0.608755207,"Tsaile, AZ",1205,America/Denver,Arizona,AZ,2147,36.3033,-109.21566,2147,US
"Brodhead, KY",-2.615524524,0.168435279,"Brodhead, KY",1205,America/New_York,Kentucky,KY,285,37.40425,-84.41383,289,US
"Wauregan, CT",-0.55439492,-1.371976432,"Wauregan, CT",1205,America/New_York,Connecticut,CT,59,41.74427,-71.90924,66,US
"Gordonsville, TN",-1.483422569,2.367043631,"Gordonsville, TN",1204,America/Chicago,Tennessee,TN,164,36.17256,-85.92971,166,US
"Swepsonville, NC",-1.240375031,2.077819604,"Swepsonville, NC",1204,America/New_York,North Carolina,NC,159,36.02125,-79.36141,158,US
"Midpines, CA",4.826472518,-0.961281411,"Midpines, CA",1204,America/Los_Angeles,California,CA,788,37.54438,-119.92045,799,US
"Lake Koshkonong, WI",-1.016740916,-2.243096248,"Lake Koshkonong, WI",1204,America/Chicago,Wisconsin,WI,238,42.90973,-88.91955,240,US
"Roseland, LA",1.34814963,0.255217173,"Roseland, LA",1203,America/Chicago,Louisiana,LA,40,30.76491,-90.51176,43,US
"Russell, GA",-0.469265921,1.744050794,"Russell, GA",1203,America/New_York,Georgia,GA,299,33.97872,-83.70017,299,US
"Roseboro, NC",-1.323260155,2.057489524,"Roseboro, NC",1203,America/New_York,North Carolina,NC,39,34.95295,-78.50862,43,US
"Krotz Springs, LA",1.551656183,1.245084666,"Krotz Springs, LA",1203,America/Chicago,Louisiana,LA,8,30.53686,-91.75289,13,US
"Dallesport, WA",0.758295487,-0.561455454,"Dallesport, WA",1202,America/Los_Angeles,Washington,WA,65,45.61734,-121.17952,65,US
"Hebron, IL",-2.248010191,-1.899077755,"Hebron, IL",1202,America/Chicago,Illinois,IL,283,42.47169,-88.43232,286,US
"Castle Hayne, NC",-1.06387108,2.626532782,"Castle Hayne, NC",1202,America/New_York,North Carolina,NC,5,34.35572,-77.89999,5,US
"Archie, MO",-0.952324906,0.130070288,"Archie, MO",1201,America/Chicago,Missouri,MO,254,38.48168,-94.35439,257,US
"Garretson, SD",-0.538103814,-1.467848174,"Garretson, SD",1201,America/Chicago,South Dakota,SD,458,43.71747,-96.50282,460,US
"Prosperity, SC",-0.533837704,1.534565079,"Prosperity, SC",1200,America/New_York,South Carolina,SC,165,34.20931,-81.53316,166,US
"Topeka, IN",-1.546314124,-1.143661203,"Topeka, IN",1200,America/Indiana/Indianapolis,Indiana,IN,282,41.53922,-85.53971,281,US
"Leetsdale, PA",-1.323233338,-1.731199861,"Leetsdale, PA",1199,America/New_York,Pennsylvania,PA,218,40.56312,-80.20839,217,US
"El Rancho, NM",2.977146896,-0.105046012,"El Rancho, NM",1199,America/Denver,New Mexico,NM,1728,35.88919,-106.07975,1731,US
"Charlestown, MD",-0.747220277,-0.774389777,"Charlestown, MD",1198,America/New_York,Maryland,MD,11,39.57373,-75.97495,8,US
"Homer, IL",-1.986290741,-1.98187953,"Homer, IL",1198,America/Chicago,Illinois,IL,206,40.03476,-87.95809,206,US
"Lawtell, LA",1.431962076,1.366410939,"Lawtell, LA",1198,America/Chicago,Louisiana,LA,18,30.51853,-92.18485,22,US
"La Harpe, IL",-2.465395232,-2.32202232,"La Harpe, IL",1197,America/Chicago,Illinois,IL,213,40.58337,-90.96931,214,US
"Sweetser, IN",-1.269444558,-1.435209428,"Sweetser, IN",1196,America/Indiana/Indianapolis,Indiana,IN,259,40.57198,-85.76915,262,US
"Woodsboro, MD",0.081059568,-0.081251139,"Woodsboro, MD",1196,America/New_York,Maryland,MD,121,39.53316,-77.31471,114,US
"Jackpot, NV",1.789486653,-0.686043742,"Jackpot, NV",1195,America/Los_Angeles,Nevada,NV,1610,41.98324,-114.67476,1613,US
"Keenesburg, CO",1.053267521,-1.261367043,"Keenesburg, CO",1195,America/Denver,Colorado,CO,1510,40.10832,-104.51996,1513,US
"Montgomery, VT",-0.620385748,-0.422178954,"Montgomery, VT",1195,America/New_York,Vermont,VT,155,44.90255,-72.63818,155,US
"Ponderosa Pine, NM",1.906343086,-0.181966081,"Ponderosa Pine, NM",1195,America/Denver,New Mexico,NM,2294,34.97699,-106.32419,2296,US
"Clay, CA",3.3812076,-0.530628695,"Clay, CA",1195,America/Los_Angeles,California,CA,32,38.33602,-121.15939,32,US
"Guernsey, WY",0.344459983,-1.145780568,"Guernsey, WY",1195,America/Denver,Wyoming,WY,1327,42.26969,-104.74163,1326,US
"Villisca, IA",-1.560905137,-1.540039898,"Villisca, IA",1194,America/Chicago,Iowa,IA,328,40.92971,-94.97609,327,US
"Bellefonte, DE",-1.246577201,-0.600376727,"Bellefonte, DE",1193,America/New_York,Delaware,DE,57,39.76622,-75.50936,63,US
"Bray, OK",0.160255746,0.885896231,"Bray, OK",1193,America/Chicago,Oklahoma,OK,384,34.63786,-97.81753,386,US
"Lewiston, CA",3.582765557,-1.046334524,"Lewiston, CA",1193,America/Los_Angeles,California,CA,553,40.70737,-122.80752,557,US
"Paul, ID",0.873988411,-0.48054069,"Paul, ID",1192,America/Boise,Idaho,ID,1265,42.60796,-113.78335,1265,US
"Harper, TX",0.969271936,1.957035474,"Harper, TX",1192,America/Chicago,Texas,TX,626,30.29992,-99.24421,627,US
"Jeffersonville, OH",-2.49802327,-0.83283657,"Jeffersonville, OH",1192,America/New_York,Ohio,OH,320,39.65367,-83.56381,318,US
"Maricopa, CA",4.669123708,-1.022528447,"Maricopa, CA",1192,America/Los_Angeles,California,CA,269,35.05886,-119.40095,267,US
"Locust Fork, AL",-0.970209255,3.23322986,"Locust Fork, AL",1192,America/Chicago,Alabama,AL,178,33.9076,-86.61527,178,US
"Waitsburg, WA",0.478693847,-0.917299238,"Waitsburg, WA",1191,America/Los_Angeles,Washington,WA,385,46.27042,-118.15329,382,US
"Atwood, IL",-1.900097553,-2.081608173,"Atwood, IL",1191,America/Chicago,Illinois,IL,204,39.79948,-88.46228,205,US
"Riddle, OR",0.73760072,-0.341237436,"Riddle, OR",1191,America/Los_Angeles,Oregon,OR,212,42.95095,-123.36423,213,US
"Tahoma, CA",4.034305374,-0.847338723,"Tahoma, CA",1191,America/Los_Angeles,California,CA,1911,39.06741,-120.12824,1922,US
"Byng, OK",-0.342953241,1.591863499,"Byng, OK",1191,America/Chicago,Oklahoma,OK,297,34.8612,-96.66557,299,US
"Tubac, AZ",2.519559519,-0.387328846,"Tubac, AZ",1191,America/Phoenix,Arizona,AZ,978,31.61259,-111.04592,981,US
"Nortonville, KY",-2.186972062,1.096980346,"Nortonville, KY",1190,America/Chicago,Kentucky,KY,123,37.19088,-87.45278,124,US
"Broxton, GA",-0.219051795,2.042464992,"Broxton, GA",1190,America/New_York,Georgia,GA,87,31.62519,-82.88681,89,US
"Lyndonville, VT",-1.148668263,-1.129405006,"Lyndonville, VT",1190,America/New_York,Vermont,VT,220,44.53367,-72.00315,217,US
"Chualar, CA",4.490729218,-0.825333469,"Chualar, CA",1190,America/Los_Angeles,California,CA,35,36.57052,-121.51855,36,US
"Gruver, TX",0.887286149,2.046298497,"Gruver, TX",1190,America/Chicago,Texas,TX,969,36.26503,-101.40627,977,US
"Lecompte, LA",1.239737205,1.089619448,"Lecompte, LA",1189,America/Chicago,Louisiana,LA,21,31.09463,-92.40041,25,US
"Parks, AZ",1.643720818,-0.219131251,"Parks, AZ",1188,America/Phoenix,Arizona,AZ,2158,35.26057,-111.94877,2167,US
"Jewell, IA",-1.325065422,-0.994228887,"Jewell, IA",1188,America/Chicago,Iowa,IA,322,42.30693,-93.64022,321,US
"Elwood, KS",-0.836071652,-0.719112327,"Elwood, KS",1188,America/Chicago,Kansas,KS,248,39.75555,-94.87247,252,US
"Atwood, KS",-0.606219462,-0.305194198,"Atwood, KS",1187,America/Chicago,Kansas,KS,871,39.80667,-101.0421,874,US
"Lyons, OR",0.672921368,-0.612512743,"Lyons, OR",1187,America/Los_Angeles,Oregon,OR,202,44.77457,-122.61509,203,US
"Rutledge, TN",-1.011427792,2.294686402,"Rutledge, TN",1187,America/New_York,Tennessee,TN,310,36.28092,-83.5149,309,US
"Balfour, NC",-0.981593514,1.856372677,"Balfour, NC",1187,America/New_York,North Carolina,NC,646,35.34651,-82.47206,647,US
"La Puebla, NM",2.251310457,-0.014556743,"La Puebla, NM",1186,America/Denver,New Mexico,NM,1797,35.98919,-105.99641,1798,US
"Princeton, WI",-1.300195353,-2.190448776,"Princeton, WI",1185,America/Chicago,Wisconsin,WI,238,43.85081,-89.12178,242,US
"Callahan, FL",0.742999856,1.130633409,"Callahan, FL",1185,America/New_York,Florida,FL,6,30.56218,-81.83066,8,US
"Robbins, NC",-0.795113432,1.927359627,"Robbins, NC",1184,America/New_York,North Carolina,NC,132,35.43403,-79.58697,132,US
"Herald, CA",3.552917662,-1.237745299,"Herald, CA",1184,America/Los_Angeles,California,CA,22,38.29575,-121.24439,22,US
"Sibley, LA",1.146186365,0.689413276,"Sibley, LA",1184,America/Chicago,Louisiana,LA,62,32.53932,-93.29628,68,US
"Lake Lure, NC",-1.076530113,2.508454445,"Lake Lure, NC",1184,America/New_York,North Carolina,NC,337,35.4279,-82.20483,352,US
"Dilkon, AZ",1.707428406,-0.563363857,"Dilkon, AZ",1184,America/Denver,Arizona,AZ,1794,35.38529,-110.32068,1798,US
"Helena, MS",0.104116313,0.873483851,"Helena, MS",1184,America/Chicago,Mississippi,MS,3,30.49464,-88.49585,5,US
"Irvington, KY",-1.357420654,0.876694363,"Irvington, KY",1184,America/Chicago,Kentucky,KY,189,37.88034,-86.28386,192,US
"Colbert, OK",0.251995724,1.118027927,"Colbert, OK",1183,America/Chicago,Oklahoma,OK,202,33.85316,-96.50249,205,US
"Boley, OK",-0.280249024,1.121496115,"Boley, OK",1183,America/Chicago,Oklahoma,OK,272,35.49341,-96.48362,274,US
"Mountainhome, PA",-1.500683575,-1.631250741,"Mountainhome, PA",1182,America/New_York,Pennsylvania,PA,376,41.1737,-75.27102,378,US
"Entiat, WA",0.804832129,-0.592333263,"Entiat, WA",1182,America/Los_Angeles,Washington,WA,241,47.67596,-120.20841,231,US
"Andalusia, IL",-1.951225513,-0.573398778,"Andalusia, IL",1182,America/Chicago,Illinois,IL,175,41.4392,-90.71764,176,US
"Burlington, ND",-1.151853163,-1.565270606,"Burlington, ND",1181,America/Chicago,North Dakota,ND,490,48.27529,-101.42878,489,US
"Lewisville, AR",-0.538786756,2.518980745,"Lewisville, AR",1181,America/Chicago,Arkansas,AR,89,33.35846,-93.57768,95,US
"Laurens, IA",-1.887624363,-0.124811519,"Laurens, IA",1180,America/Chicago,Iowa,IA,399,42.84664,-94.85193,396,US
"Mount Gilead, NC",-1.98239616,1.893877953,"Mount Gilead, NC",1180,America/New_York,North Carolina,NC,123,35.21487,-80.00228,123,US
"Oologah, OK",-0.268676761,1.661811503,"Oologah, OK",1179,America/Chicago,Oklahoma,OK,199,36.44704,-95.70832,202,US
"Paulina, LA",1.617247155,0.515022664,"Paulina, LA",1178,America/Chicago,Louisiana,LA,5,30.02631,-90.71315,8,US
"Machias, WA",0.298477622,-0.719722005,"Machias, WA",1178,America/Los_Angeles,Washington,WA,36,47.98149,-122.04596,34,US
"Monteagle, TN",-1.142348565,2.711535447,"Monteagle, TN",1177,America/Chicago,Tennessee,TN,586,35.24008,-85.8397,587,US
"Newark, AR",-0.578645111,0.888561419,"Newark, AR",1177,America/Chicago,Arkansas,AR,89,35.70174,-91.44152,87,US
"Fruitdale, OR",0.417837298,-0.118198861,"Fruitdale, OR",1177,America/Los_Angeles,Oregon,OR,283,42.42206,-123.30811,290,US
"Mounds, OK",-0.454530211,0.898799117,"Mounds, OK",1177,America/Chicago,Oklahoma,OK,225,35.87648,-96.06111,228,US
"Forrest, IL",-1.852404044,-1.511333494,"Forrest, IL",1177,America/Chicago,Illinois,IL,208,40.75198,-88.41116,219,US
"Saint Joseph, LA",0.584523227,0.361428946,"Saint Joseph, LA",1176,America/Chicago,Louisiana,LA,23,31.91849,-91.23345,26,US
"Hoxie, KS",-0.774286282,0.212665244,"Hoxie, KS",1176,America/Chicago,Kansas,KS,827,39.3575,-100.44181,832,US
"Paris, MO",-0.923514541,-0.131824505,"Paris, MO",1176,America/Chicago,Missouri,MO,211,39.48087,-92.00128,219,US
"Hoback, WY",0.17981513,-0.664131472,"Hoback, WY",1176,America/Denver,Wyoming,WY,1794,43.28187,-110.78381,1788,US
"Griggsville, IL",-2.594465095,-2.248705661,"Griggsville, IL",1176,America/Chicago,Illinois,IL,215,39.70894,-90.72457,215,US
"Cave Spring, GA",-1.260626234,2.657759196,"Cave Spring, GA",1175,America/New_York,Georgia,GA,195,34.1076,-85.33634,193,US
"Reedsville, WI",-2.005474863,-2.898476574,"Reedsville, WI",1175,America/Chicago,Wisconsin,WI,252,44.1536,-87.95676,254,US
